Codigo;p;t;pa
35180050;0.0;0.0;0.0
35027100;1.0;0.0;0.0
26110230;0.0;0.0;0.0
21210240;0.0;0.0;0.0
35050020;0.0;0.0;0.0
21245040;0.0;0.0;0.0
21245010;0.0;0.0;0.0
21210230;0.0;0.0;0.0
21217280;0.0;0.0;0.0
35030080;0.0;0.0;0.0
21215100;0.0;0.0;0.0
26117170;0.0;0.0;0.0
21217290;0.0;0.0;0.0
35105010;0.0;0.0;0.0
21217260;0.0;0.0;0.0
21201090;0.0;0.0;0.0
21201920;0.0;0.0;0.0
21250450;0.0;0.0;0.0
35070550;0.0;0.0;0.0
35077120;0.0;0.0;0.0
21200160;0.0;0.0;0.0
23060260;0.0;0.0;0.0
35070230;0.0;0.0;0.0
35187010;0.0;0.0;0.0
26145010;0.0;0.0;0.0
54025020;0.0;0.0;0.0
54020090;1.0;1.0;1.0
21201580;1.0;1.0;0.0
35070080;0.0;0.0;0.0
21200620;0.0;0.0;0.0
26145030;0.0;0.0;0.0
52090020;0.0;0.0;0.0
21050060;0.0;0.0;0.0
21040060;0.0;0.0;0.0
26015050;1.0;1.0;0.0
26017080;0.0;0.0;0.0
21060040;0.0;0.0;0.0
21030090;0.0;0.0;0.0
52017120;0.0;0.0;0.0
52017070;0.0;0.0;0.0
26010090;0.0;0.0;0.0
21040070;0.0;0.0;0.0
52017130;0.0;0.0;0.0
52010110;0.0;0.0;0.0
26010020;0.0;0.0;0.0
21050320;0.0;0.0;0.0
32047030;0.0;0.0;0.0
52017100;0.0;0.0;0.0
26020320;0.0;0.0;0.0
21160130;0.0;0.0;0.0
22045020;0.0;0.0;0.0
22047010;0.0;0.0;0.0
53107040;0.0;0.0;0.0
32157050;0.0;0.0;0.0
21160050;0.0;0.0;0.0
22057040;0.0;0.0;0.0
53110040;0.0;0.0;0.0
53090040;0.0;0.0;0.0
53110130;0.0;0.0;0.0
26080070;0.0;0.0;0.0
21160170;0.0;0.0;0.0
35017090;0.0;0.0;0.0
35015020;0.0;0.0;0.0
26080380;0.0;0.0;0.0
26090660;0.0;0.0;0.0
22040010;0.0;0.0;0.0
22060050;0.0;0.0;0.0
21160190;0.0;0.0;0.0
35010220;0.0;0.0;0.0
35015030;0.0;0.0;0.0
35135010;0.0;0.0;0.0
21201600;0.0;0.0;0.0
26110300;0.0;0.0;0.0
21205528;0.0;0.0;0.0
21210260;0.0;0.0;0.0
21205810;0.0;0.0;0.0
21206240;0.0;0.0;0.0
21210100;0.0;0.0;0.0
26110070;0.0;0.0;0.0
26117080;0.0;0.0;0.0
21205820;0.0;0.0;0.0
21205600;0.0;0.0;0.0
21205230;0.0;0.0;0.0
26120160;0.0;0.0;0.0
21240070;0.0;0.0;0.0
21237040;0.0;0.0;0.0
21206620;1.0;0.0;0.0
35060210;0.0;0.0;0.0
21206280;1.0;1.0;1.0
35095110;0.0;0.0;1.0
35085040;0.0;0.0;0.0
23060190;0.0;0.0;0.0
23010080;0.0;0.0;0.0
21230090;0.0;0.0;0.0
21205860;0.0;0.0;0.0
21205800;0.0;0.0;0.0
23017050;0.0;0.0;0.0
35085010;0.0;0.0;0.0
35070480;0.0;0.0;0.0
35080110;0.0;0.0;0.0
35190040;0.0;0.0;0.0
35080060;0.0;0.0;0.0
35087040;0.0;0.0;0.0
21255120;0.0;0.0;0.0
35070500;0.0;0.0;0.0
26157060;0.0;0.0;0.0
35080120;0.0;0.0;0.0
26155160;0.0;0.0;0.0
35070360;0.0;0.0;0.0
35070090;0.0;0.0;0.0
21250120;0.0;0.0;0.0
35090050;0.0;0.0;0.0
35075020;0.0;0.0;0.0
35195020;1.0;1.0;1.0
23065200;0.0;0.0;0.0
26180160;0.0;0.0;0.0
26170150;0.0;0.0;0.0
21050190;0.0;0.0;0.0
52010050;0.0;0.0;0.0
26157080;0.0;0.0;0.0
35260070;0.0;0.0;0.0
26157070;0.0;0.0;0.0
15015020;0.0;0.0;0.0
21257070;1.0;0.0;0.0
26150160;0.0;0.0;0.0
21040040;0.0;0.0;0.0
21160180;0.0;0.0;0.0
32065010;0.0;0.0;0.0
52015010;0.0;0.0;0.0
21057110;0.0;0.0;0.0
21065040;0.0;0.0;0.0
52010160;0.0;0.0;0.0
26075150;1.0;1.0;1.0
21040010;0.0;0.0;0.0
22010020;0.0;0.0;0.0
22010030;0.0;0.0;0.0
21150010;0.0;0.0;0.0
22045010;1.0;1.0;1.0
21150030;0.0;0.0;0.0
21137040;0.0;0.0;0.0
32157060;0.0;0.0;0.0
21135030;0.0;0.0;0.0
26075050;0.0;0.0;0.0
32060090;0.0;0.0;0.0
22060110;0.0;0.0;0.0
26095080;0.0;0.0;0.0
32120010;0.0;0.0;0.0
35137010;0.0;0.0;0.0
21235010;0.0;0.0;0.0
26117060;0.0;0.0;0.0
26115060;0.0;0.0;0.0
21217210;0.0;0.0;0.0
54030010;0.0;0.0;0.0
21206660;0.0;0.0;0.0
35025060;0.0;0.0;0.0
21210220;0.0;0.0;0.0
35105020;0.0;0.0;0.0
35207010;0.0;0.0;0.0
21240080;0.0;0.0;0.0
21206160;0.0;0.0;0.0
35020330;0.0;0.0;0.0
26117100;0.0;0.0;0.0
26117090;0.0;0.0;0.0
26117150;0.0;0.0;0.0
21140040;0.0;0.0;0.0
33035010;1.0;1.0;1.0
54015010;1.0;1.0;1.0
26100300;0.0;0.0;0.0
35190030;0.0;0.0;0.0
23017020;0.0;0.0;0.0
21201190;0.0;0.0;0.0
23017060;0.0;0.0;0.0
35070050;0.0;0.0;0.0
35070060;0.0;0.0;0.0
26167060;0.0;0.0;0.0
23017080;0.0;0.0;0.0
26147050;0.0;0.0;0.0
21206610;0.0;0.0;0.0
23015040;0.0;0.0;0.0
26167010;0.0;0.0;0.0
23067090;0.0;0.0;0.0
24010140;0.0;0.0;0.0
23060180;0.0;0.0;0.0
35197040;0.0;0.0;0.0
26017020;0.0;0.0;0.0
26027240;0.0;0.0;0.0
23017090;0.0;0.0;0.0
26037030;0.0;0.0;0.0
53070020;0.0;0.0;0.0
23017070;0.0;0.0;0.0
35097100;0.0;0.0;0.0
26027270;0.0;0.0;0.0
21057090;0.0;0.0;0.0
23017030;0.0;0.0;0.0
26030100;0.0;0.0;0.0
24017900;0.0;0.0;0.0
24037190;1.0;0.0;0.0
53040010;0.0;0.0;0.0
26020460;0.0;0.0;0.0
21050290;0.0;0.0;0.0
26175040;0.0;0.0;0.0
24035120;0.0;0.0;0.0
26170190;0.0;0.0;0.0
26207030;0.0;0.0;0.0
21050100;0.0;0.0;0.0
11027040;0.0;0.0;0.0
24030880;0.0;0.0;0.0
24010860;0.0;0.0;0.0
24030870;0.0;0.0;0.0
24031040;0.0;0.0;0.0
24030350;1.0;1.0;1.0
11047030;0.0;0.0;0.0
24037480;0.0;0.0;0.0
36017020;0.0;0.0;0.0
24037270;0.0;0.0;0.0
26080280;0.0;0.0;0.0
22017020;0.0;0.0;0.0
24011110;0.0;0.0;0.0
24037310;0.0;0.0;0.0
11027020;0.0;0.0;0.0
24030610;0.0;0.0;0.0
26075020;0.0;0.0;0.0
32077050;0.0;0.0;0.0
32077040;0.0;0.0;0.0
21130180;0.0;0.0;0.0
22010070;0.0;0.0;0.0
21145080;1.0;1.0;1.0
21160160;0.0;0.0;0.0
35015050;0.0;0.0;0.0
53110030;0.0;0.0;0.0
32190010;0.0;0.0;0.0
53110100;0.0;0.0;0.0
26090460;0.0;0.0;0.0
54030030;0.0;0.0;0.0
26090710;0.0;0.0;0.0
26075100;0.0;0.0;0.0
21215050;0.0;0.0;0.0
21206640;0.0;0.0;0.0
21205720;0.0;0.0;0.0
21201320;0.0;0.0;0.0
21210030;0.0;0.0;0.0
26100740;0.0;0.0;0.0
21140130;0.0;0.0;0.0
33050020;0.0;0.0;0.0
21210180;0.0;0.0;0.0
21210110;0.0;0.0;0.0
35020280;0.0;0.0;0.0
26115040;0.0;0.0;0.0
26110290;0.0;0.0;0.0
21217130;0.0;0.0;0.0
21217230;0.0;0.0;0.0
21205840;0.0;0.0;0.0
21206970;0.0;0.0;0.0
21205580;0.0;0.0;0.0
21257110;0.0;0.0;0.0
26157020;0.0;0.0;0.0
26170270;0.0;0.0;0.0
35070210;0.0;0.0;0.0
23065120;0.0;0.0;0.0
35260010;0.0;0.0;0.0
54017030;0.0;0.0;0.0
23010020;0.0;0.0;0.0
26160100;0.0;0.0;0.0
35087060;0.0;0.0;0.0
35070070;0.0;0.0;0.0
26140090;0.0;0.0;0.0
23060270;0.0;0.0;0.0
35195010;0.0;0.0;0.0
54010020;0.0;0.0;0.0
35195030;0.0;0.0;0.0
35197030;1.0;0.0;0.0
25020920;0.0;0.0;0.0
26147040;0.0;0.0;0.0
23067050;0.0;0.0;0.0
21201180;0.0;0.0;0.0
23010070;0.0;0.0;0.0
23010110;0.0;0.0;0.0
55017010;0.0;0.0;0.0
35080030;0.0;0.0;0.0
15030020;0.0;0.0;0.0
15015100;1.0;1.0;1.0
21030110;0.0;0.0;0.0
21025030;0.0;0.0;0.0
53020020;0.0;0.0;0.0
32035010;0.0;0.0;0.0
21040050;0.0;0.0;0.0
46017010;0.0;0.0;0.0
52015020;0.0;0.0;0.0
52027030;0.0;0.0;0.0
52010190;0.0;0.0;0.0
21047030;0.0;0.0;0.0
21010090;0.0;0.0;0.0
52020100;0.0;0.0;0.0
26015020;0.0;0.0;0.0
52017030;1.0;0.0;0.0
52010080;0.0;0.0;0.0
26017070;0.0;0.0;0.0
32037030;0.0;0.0;0.0
47010020;0.0;0.0;0.0
47010050;0.0;0.0;0.0
47017580;0.0;0.0;0.0
47010150;0.0;0.0;0.0
52030030;0.0;0.0;0.0
52017010;0.0;0.0;0.0
47010060;0.0;0.0;0.0
44010050;0.0;0.0;0.0
47015060;0.0;0.0;0.0
47017060;0.0;0.0;0.0
44017020;0.0;0.0;0.0
21035030;0.0;0.0;0.0
52010140;0.0;0.0;0.0
52030090;0.0;0.0;0.0
46035010;1.0;1.0;1.0
51030020;0.0;0.0;0.0
44037120;0.0;0.0;0.0
52080010;0.0;0.0;0.0
52030060;0.0;0.0;0.0
52037010;0.0;0.0;0.0
44037130;0.0;0.0;0.0
44035010;0.0;0.0;0.0
52080020;0.0;0.0;0.0
44030010;0.0;0.0;0.0
52030020;0.0;0.0;0.0
52030010;0.0;0.0;0.0
46037020;0.0;0.0;0.0
52067010;0.0;0.0;0.0
44010100;0.0;0.0;0.0
21010180;0.0;0.0;0.0
52057030;0.0;0.0;0.0
44010140;0.0;0.0;0.0
47077010;0.0;0.0;0.0
46037040;0.0;0.0;0.0
44197020;1.0;0.0;1.0
44157040;0.0;0.0;0.0
44157030;0.0;0.0;0.0
44037030;0.0;0.0;0.0
44197010;0.0;0.0;0.0
44187010;0.0;0.0;0.0
47040040;0.0;0.0;0.0
47047020;0.0;0.0;0.0
44157010;0.0;0.0;0.0
44135010;0.0;0.0;0.0
46077010;0.0;0.0;0.0
44137030;0.0;0.0;0.0
44157020;0.0;0.0;0.0
44187030;0.0;0.0;0.0
44167020;0.0;0.0;0.0
44167010;0.0;0.0;0.0
44137070;0.0;0.0;0.0
44137080;0.0;0.0;0.0
44137040;0.0;0.0;0.0
44147010;0.0;0.0;0.0
44137050;0.0;0.0;0.0
44150010;0.0;0.0;0.0
47047050;0.0;0.0;0.0
47045010;0.0;0.0;0.0
44100010;0.0;0.0;0.0
44115020;0.0;0.0;0.0
44117010;0.0;0.0;0.0
47030020;0.0;0.0;0.0
47015080;0.0;0.0;0.0
47047010;0.0;0.0;0.0
44137020;0.0;0.0;0.0
47040010;0.0;0.0;0.0
44127010;0.0;0.0;0.0
44127020;0.0;0.0;0.0
47037030;0.0;0.0;0.0
47017190;0.0;0.0;0.0
47035020;0.0;0.0;0.0
47020010;0.0;0.0;0.0
47030030;0.0;0.0;0.0
44055010;1.0;1.0;1.0
47017200;0.0;0.0;0.0
47030010;0.0;0.0;0.0
47010030;0.0;0.0;0.0
47017010;0.0;0.0;0.0
47020020;0.0;0.0;0.0
47017160;0.0;0.0;0.0
47010110;0.0;0.0;0.0
47020030;0.0;0.0;0.0
47015050;0.0;0.0;0.0
46045010;0.0;0.0;0.0
47017150;0.0;0.0;0.0
52050190;0.0;0.0;0.0
52057040;0.0;0.0;0.0
52055230;1.0;1.0;1.0
52050120;0.0;0.0;0.0
52057070;0.0;0.0;0.0
47017130;0.0;0.0;0.0
47010120;0.0;0.0;0.0
52050100;0.0;0.0;0.0
42067010;0.0;0.0;0.0
42060010;0.0;0.0;0.0
15027010;0.0;0.0;0.0
15017080;0.0;0.0;0.0
15035020;1.0;1.0;1.0
15010020;0.0;0.0;0.0
15047020;0.0;0.0;0.0
15017040;0.0;0.0;0.0
15010300;0.0;0.0;0.0
15045010;0.0;0.0;0.0
15050020;0.0;0.0;0.0
15015090;0.0;0.0;0.0
15020010;0.0;0.0;0.0
15080140;0.0;0.0;0.0
15037020;0.0;0.0;0.0
15030010;0.0;0.0;0.0
15017020;0.0;0.0;0.0
15087080;0.0;0.0;0.0
15060010;0.0;0.0;0.0
15087010;0.0;0.0;0.0
15050010;0.0;0.0;0.0
15070160;0.0;0.0;0.0
15060230;0.0;0.0;0.0
15087090;0.0;0.0;0.0
15080150;0.0;0.0;0.0
15085010;0.0;0.0;0.0
15070170;0.0;0.0;0.0
15070230;0.0;0.0;0.0
15015030;0.0;0.0;0.0
15067180;0.0;0.0;0.0
15065160;0.0;0.0;0.0
15070150;0.0;0.0;0.0
15065070;0.0;0.0;0.0
28027160;0.0;0.0;0.0
12010110;0.0;0.0;0.0
16010340;0.0;0.0;0.0
23190520;0.0;0.0;0.0
12027040;0.0;0.0;0.0
11140010;0.0;0.0;0.0
13037010;0.0;0.0;0.0
25021390;0.0;0.0;0.0
25027130;0.0;0.0;0.0
16020210;0.0;0.0;0.0
16010150;0.0;0.0;0.0
25025160;0.0;0.0;0.0
16050130;0.0;0.0;0.0
26245040;0.0;0.0;0.0
25010110;0.0;0.0;0.0
23190710;0.0;0.0;0.0
16020180;0.0;0.0;0.0
13015040;0.0;0.0;0.0
25027050;1.0;0.0;0.0
16030100;0.0;0.0;0.0
16010100;0.0;0.0;0.0
16057010;0.0;0.0;0.0
16027070;0.0;0.0;0.0
25020540;0.0;0.0;0.0
25021240;0.0;0.0;0.0
25021350;0.0;0.0;0.0
25021300;0.0;0.0;0.0
25025100;0.0;0.0;1.0
13090230;0.0;0.0;0.0
13085010;0.0;0.0;0.0
25017030;1.0;0.0;0.0
16047070;0.0;0.0;0.0
13097040;0.0;0.0;0.0
13097050;0.0;0.0;0.0
13077110;0.0;0.0;0.0
13080060;0.0;0.0;0.0
13070240;0.0;0.0;0.0
13070420;0.0;0.0;0.0
25025270;0.0;0.0;0.0
25027370;0.0;0.0;0.0
25020400;0.0;0.0;0.0
25025080;0.0;0.0;0.0
13070010;0.0;0.0;0.0
13070450;0.0;0.0;0.0
25028430;0.0;0.0;0.0
25028030;0.0;0.0;0.0
25020130;0.0;0.0;0.0
13070250;0.0;0.0;0.0
25027650;0.0;0.0;0.0
25027090;0.0;0.0;0.0
13077180;0.0;0.0;0.0
13077190;0.0;0.0;0.0
13070440;0.0;0.0;0.0
25020860;0.0;0.0;0.0
25025250;0.0;0.0;0.0
15065180;1.0;1.0;1.0
15070140;0.0;0.0;0.0
15085040;0.0;0.0;0.0
15070130;0.0;0.0;0.0
25025050;0.0;0.0;0.0
25027560;0.0;0.0;0.0
15065080;0.0;0.0;0.0
15070250;0.0;0.0;0.0
15065150;0.0;0.0;0.0
15080050;0.0;0.0;0.0
15075040;0.0;0.0;0.0
15075030;0.0;0.0;0.0
15070110;0.0;0.0;0.0
15070240;0.0;0.0;0.0
15080070;0.0;0.0;0.0
15080090;0.0;0.0;0.0
15070100;0.0;0.0;0.0
15080040;0.0;0.0;0.0
15070010;0.0;0.0;0.0
15070090;0.0;0.0;0.0
15070070;0.0;0.0;0.0
15070120;0.0;0.0;0.0
15080030;0.0;0.0;0.0
15080020;0.0;0.0;0.0
15087020;0.0;0.0;0.0
15085020;0.0;0.0;0.0
28025080;0.0;0.0;0.0
15070080;0.0;0.0;0.0
15070050;0.0;0.0;0.0
15087070;0.0;0.0;0.0
15075020;0.0;0.0;0.0
15087060;0.0;0.0;0.0
15087040;0.0;0.0;0.0
28017050;0.0;0.0;0.0
16050120;0.0;0.0;0.0
16047130;0.0;0.0;0.0
16047150;0.0;0.0;0.0
16017040;0.0;0.0;0.0
16020320;0.0;0.0;0.0
25020370;0.0;0.0;0.0
25020700;0.0;0.0;0.0
16057020;0.0;0.0;0.0
12020040;0.0;0.0;0.0
13047050;0.0;0.0;0.0
23207010;0.0;0.0;0.0
16050090;0.0;0.0;0.0
16050160;0.0;0.0;0.0
16047040;0.0;0.0;0.0
16047080;0.0;0.0;0.0
16047090;0.0;0.0;0.0
16027240;0.0;0.0;0.0
16047100;0.0;0.0;0.0
16047120;0.0;0.0;0.0
16057050;0.0;0.0;0.0
16047110;0.0;0.0;0.0
25020260;0.0;0.0;0.0
25020390;0.0;0.0;0.0
25020240;0.0;0.0;0.0
13040010;0.0;0.0;0.0
16057070;0.0;0.0;0.0
16047060;0.0;0.0;0.0
16047160;0.0;0.0;0.0
16047050;0.0;0.0;0.0
16027030;0.0;0.0;0.0
16027140;0.0;0.0;0.0
16020310;0.0;0.0;0.0
13097030;0.0;0.0;0.0
13097010;0.0;0.0;0.0
25020690;0.0;0.0;0.0
25020190;0.0;0.0;0.0
25028450;0.0;0.0;0.0
25021020;0.0;0.0;0.0
13090060;0.0;0.0;0.0
13090090;0.0;0.0;0.0
13090100;0.0;0.0;0.0
25020220;0.0;0.0;0.0
25028010;0.0;0.0;0.0
25027300;0.0;0.0;0.0
25027730;0.0;0.0;0.0
25027350;0.0;0.0;0.0
25027940;0.0;0.0;0.0
13097020;0.0;0.0;0.0
13090070;0.0;0.0;0.0
13095020;0.0;0.0;0.0
13090040;0.0;0.0;0.0
25021650;0.0;0.0;0.0
25020230;0.0;0.0;0.0
25021500;0.0;0.0;0.0
25027590;0.0;0.0;0.0
25020960;0.0;0.0;0.0
25020280;0.0;0.0;0.0
25021190;0.0;0.0;0.0
15070190;0.0;0.0;0.0
15070060;0.0;0.0;0.0
25027660;0.0;0.0;0.0
28045040;0.0;0.0;0.0
17017020;0.0;0.0;0.0
15070020;0.0;0.0;0.0
15080010;0.0;0.0;0.0
17010020;0.0;0.0;0.0
17010010;0.0;0.0;0.0
17015020;0.0;0.0;0.0
17027040;0.0;0.0;0.0
17020040;0.0;0.0;0.0
17020030;0.0;0.0;0.0
17027030;0.0;0.0;0.0
17020020;0.0;0.0;0.0
15070040;0.0;0.0;0.0
17017010;0.0;0.0;0.0
17027020;0.0;0.0;0.0
17027010;0.0;0.0;0.0
15075501;1.0;1.0;1.0
27010960;0.0;0.0;0.0
29060190;0.0;0.0;0.0
24050060;0.0;0.0;0.0
11117010;0.0;0.0;0.0
23130010;0.0;0.0;0.0
26237110;0.0;0.0;0.0
24030750;0.0;0.0;0.0
37037030;0.0;0.0;0.0
27027060;1.0;0.0;0.0
27020210;0.0;0.0;0.0
26230130;0.0;0.0;0.0
26230240;0.0;0.0;0.0
27010850;0.0;0.0;0.0
26230110;0.0;0.0;0.0
24050110;0.0;0.0;0.0
24030330;0.0;0.0;0.0
15070200;0.0;0.0;0.0
27020040;0.0;0.0;0.0
37047010;0.0;0.0;0.0
24037010;0.0;0.0;0.0
37047030;0.0;0.0;0.0
26230190;0.0;0.0;0.0
37050050;0.0;0.0;0.0
23167010;0.0;0.0;0.0
21060080;0.0;0.0;0.0
25027070;0.0;0.0;0.0
16020140;0.0;0.0;0.0
37057100;0.0;0.0;0.0
27025010;0.0;0.0;0.0
37057130;0.0;0.0;0.0
16010330;0.0;0.0;0.0
23207070;0.0;0.0;0.0
16047140;0.0;0.0;0.0
16027150;0.0;0.0;0.0
16027230;0.0;0.0;0.0
16035030;1.0;1.0;1.0
16055040;0.0;0.0;0.0
23190580;0.0;0.0;0.0
16040010;0.0;0.0;0.0
27040040;0.0;0.0;0.0
23190480;0.0;0.0;0.0
16027250;0.0;0.0;0.0
16020200;0.0;0.0;0.0
13037030;0.0;0.0;0.0
25020310;0.0;0.0;0.0
25027480;0.0;0.0;0.0
23197060;0.0;0.0;0.0
16030120;0.0;0.0;0.0
16027160;0.0;0.0;0.0
28037090;0.0;0.0;0.0
28040350;0.0;0.0;0.0
25025300;0.0;0.0;0.0
25021620;0.0;0.0;0.0
25021610;0.0;0.0;0.0
28027050;0.0;0.0;0.0
29010050;0.0;0.0;0.0
28040320;0.0;0.0;0.0
16020510;0.0;0.0;0.0
16027050;0.0;0.0;0.0
16027170;0.0;0.0;0.0
16027260;0.0;0.0;0.0
16020360;0.0;0.0;0.0
11110060;0.0;0.0;0.0
25027310;0.0;0.0;0.0
28040300;0.0;0.0;0.0
25025020;0.0;0.0;0.0
29010120;0.0;0.0;0.0
13090020;0.0;0.0;0.0
25021630;0.0;0.0;0.0
29010130;0.0;0.0;0.0
13090110;0.0;0.0;0.0
13090080;0.0;0.0;0.0
13090010;0.0;0.0;0.0
13097070;0.0;0.0;0.0
28040160;0.0;0.0;0.0
28040310;0.0;0.0;0.0
29030470;0.0;0.0;0.0
29030490;0.0;0.0;0.0
29027020;0.0;0.0;0.0
28020420;0.0;0.0;0.0
28020080;0.0;0.0;0.0
28025090;0.0;0.0;1.0
28020600;0.0;0.0;0.0
28027010;0.0;0.0;0.0
28020470;0.0;0.0;0.0
29037640;0.0;0.0;0.0
25025260;0.0;0.0;0.0
27010890;0.0;0.0;0.0
24030630;0.0;0.0;0.0
23190280;0.0;0.0;0.0
37050040;0.0;0.0;0.0
23197010;0.0;0.0;0.0
23190430;0.0;0.0;0.0
37047020;0.0;0.0;0.0
37057090;0.0;0.0;0.0
37057040;0.0;0.0;0.0
23197190;0.0;0.0;0.0
23197430;0.0;0.0;0.0
11117050;1.0;0.0;0.0
23190600;0.0;0.0;0.0
37035010;0.0;0.0;0.0
23175020;0.0;0.0;0.0
37010040;0.0;0.0;0.0
11125010;0.0;0.0;0.0
11100030;0.0;0.0;0.0
23197110;0.0;0.0;0.0
23190700;1.0;1.0;1.0
37057110;0.0;0.0;0.0
11117020;0.0;0.0;0.0
26237080;0.0;0.0;0.0
29030140;0.0;0.0;0.0
14015030;0.0;0.0;0.0
14015080;1.0;1.0;1.0
29035080;1.0;1.0;1.0
29040260;0.0;0.0;0.0
29030020;0.0;0.0;0.0
29030350;0.0;0.0;0.0
28030200;0.0;0.0;0.0
28017070;0.0;0.0;0.0
29030270;0.0;0.0;0.0
3502700146;0.0;0.0;0.0
27020190;0.0;0.0;0.0
37010060;0.0;0.0;0.0
23195110;1.0;1.0;1.0
26220050;0.0;0.0;0.0
13047040;0.0;0.0;0.0
3502700147;0.0;0.0;0.0
25010100;0.0;0.0;0.0
11150020;0.0;0.0;0.0
16025040;1.0;1.0;1.0
23197380;0.0;0.0;0.0
23197280;0.0;0.0;0.0
12027060;0.0;0.0;0.0
16020120;0.0;0.0;0.0
16027080;0.0;0.0;0.0
16027180;0.0;0.0;0.0
16027200;0.0;0.0;0.0
16050070;0.0;0.0;0.0
16020290;0.0;0.0;0.0
16010050;0.0;0.0;0.0
16027210;0.0;0.0;0.0
25015010;0.0;0.0;0.0
23210010;0.0;0.0;0.0
16010040;0.0;0.0;0.0
13030010;0.0;0.0;0.0
12020170;0.0;0.0;0.0
16020150;0.0;0.0;0.0
16025070;0.0;0.0;0.0
13047030;0.0;0.0;0.0
16050260;0.0;0.0;0.0
16020240;0.0;0.0;0.0
16020270;0.0;0.0;0.0
37037020;0.0;0.0;0.0
37057030;0.0;0.0;0.0
24057090;0.0;0.0;0.0
23197680;0.0;0.0;0.0
37015020;0.0;0.0;0.0
37010080;0.0;0.0;0.0
16015110;1.0;1.0;1.0
23190440;0.0;0.0;0.0
37015010;0.0;0.0;0.0
23190380;0.0;0.0;0.0
23190340;0.0;0.0;0.0
37017010;0.0;0.0;0.0
26225010;0.0;0.0;0.0
24057020;0.0;0.0;0.0
27027090;0.0;0.0;0.0
27027080;0.0;0.0;0.0
23157080;0.0;0.0;0.0
37010070;0.0;0.0;0.0
16030150;0.0;0.0;0.0
25020940;0.0;0.0;0.0
25020480;0.0;0.0;0.0
16030140;0.0;0.0;0.0
16020370;0.0;0.0;0.0
23217070;0.0;0.0;0.0
27030190;0.0;0.0;0.0
24057100;0.0;0.0;0.0
23197170;0.0;0.0;0.0
23197320;0.0;0.0;0.0
25025130;0.0;0.0;0.0
23207030;0.0;0.0;0.0
16050270;0.0;0.0;0.0
16035040;0.0;0.0;0.0
16020350;0.0;0.0;0.0
25020330;0.0;0.0;0.0
23190320;0.0;0.0;0.0
12017100;0.0;0.0;0.0
27017480;0.0;0.0;0.0
23187020;0.0;0.0;0.0
23187040;0.0;0.0;0.0
23190240;0.0;0.0;0.0
23195120;0.0;0.0;0.0
23195170;0.0;0.0;0.0
16017070;0.0;0.0;0.0
16015090;0.0;0.0;0.0
15017060;1.0;0.0;0.0
23180040;0.0;0.0;0.0
23185010;0.0;0.0;0.0
12010170;0.0;0.0;0.0
11147010;0.0;0.0;0.0
23197040;0.0;0.0;0.0
23195080;0.0;0.0;0.0
23187140;0.0;0.0;0.0
23190250;0.0;0.0;0.0
16010090;0.0;0.0;0.0
12010150;0.0;0.0;0.0
23190530;0.0;0.0;0.0
27030160;0.0;0.0;0.0
23190140;0.0;0.0;0.0
29030480;0.0;0.0;0.0
28040360;0.0;0.0;0.0
29030510;0.0;0.0;0.0
29037750;0.0;0.0;0.0
25021600;0.0;0.0;0.0
29030500;0.0;0.0;0.0
29030380;0.0;0.0;0.0
23177050;0.0;0.0;0.0
16020170;0.0;0.0;0.0
29037730;0.0;0.0;0.0
29017010;0.0;0.0;0.0
28035040;0.0;0.0;0.0
28027040;0.0;0.0;0.0
28020440;0.0;0.0;0.0
29030300;0.0;0.0;0.0
28040330;0.0;0.0;0.0
29037100;0.0;0.0;0.0
28020260;0.0;0.0;0.0
29030610;0.0;0.0;0.0
28040290;0.0;0.0;0.0
28030070;0.0;0.0;0.0
29030070;0.0;0.0;0.0
29035140;0.0;0.0;0.0
29010140;0.0;0.0;0.0
28020350;0.0;0.0;0.0
29030530;0.0;0.0;0.0
29037190;0.0;0.0;0.0
28047050;1.0;0.0;0.0
28040070;0.0;0.0;0.0
29030450;0.0;0.0;0.0
16037050;0.0;0.0;0.0
25021110;0.0;0.0;0.0
16030130;0.0;0.0;0.0
16037060;0.0;0.0;0.0
16035050;0.0;0.0;0.0
16030040;0.0;0.0;0.0
16050170;0.0;0.0;0.0
16050290;0.0;0.0;0.0
25025190;1.0;1.0;1.0
12027050;0.0;0.0;0.0
29030320;0.0;0.0;0.0
27020090;0.0;0.0;0.0
29030430;0.0;0.0;0.0
13067060;0.0;0.0;0.0
28020310;0.0;0.0;0.0
29035090;0.0;0.0;0.0
29030090;0.0;0.0;0.0
29030220;0.0;0.0;0.0
28045020;0.0;0.0;0.0
28030170;0.0;0.0;0.0
28020590;0.0;0.0;0.0
14017702;0.0;0.0;0.0
28027020;0.0;0.0;0.0
23195200;1.0;1.0;1.0
28020410;0.0;0.0;0.0
29037001;0.0;0.0;0.0
28010070;0.0;0.0;0.0
28037040;0.0;0.0;0.0
28035010;0.0;0.0;0.0
28047030;0.0;0.0;0.0
26247030;0.0;0.0;0.0
28037050;0.0;0.0;0.0
28030060;0.0;0.0;0.0
28040280;0.0;0.0;0.0
12037010;0.0;0.0;0.0
25027410;0.0;0.0;0.0
13050020;0.0;0.0;0.0
13070110;0.0;0.0;0.0
13070120;0.0;0.0;0.0
25021640;0.0;0.0;0.0
25020790;0.0;0.0;0.0
13055030;0.0;0.0;0.0
16067020;0.0;0.0;0.0
