;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
39;26125290;ARMENIA - AUT;ARMENIA;QUINDÍO;CAUCA;4.531583333;-75.69069444;2005-05-18 18:00:00;2017-12-13 14:00:00;60.0;60.0;(92187, 3);1071.2;600.1;857.0157701194337;2.231276336601341;857.1
40;21206990;TIBAITATA - AUT;MOSQUERA;CUNDINAMARCA;ALTO MAGDALENA;4.691416667;-74.209;2005-01-28 05:00:00;2022-05-26 23:00:00;60.0;60.0;(129418, 3);793.6;412.8;753.5547118638839;6.617695612594766;753.9
41;21205514;LAS MARGARITAS  - AUT;EL ROSAL;CUNDINAMARCA;ALTO MAGDALENA;4.469;-74.079;2018-10-29 15:00:00;2020-12-31 17:10:00;10.0;10.0;(109035, 3);752.903;744.125;748.8815704865577;1.3449137454101088;748.989
42;21195170;PAQUILO - AUT;CABRERA;CUNDINAMARCA;ALTO MAGDALENA;3.993611111;-74.39805556;2005-07-12 11:00:00;2022-05-26 23:00:00;60.0;60.0;(119869, 3);1183.3;487.4;713.5319982647734;18.911177625764626;711.7
43;52055150;CERRO PARAMO  - AUT;PUERRES;NARIÑO;PATÍA;0.843111111;-77.38880556;2004-08-24 08:00:00;2022-05-26 23:00:00;248.0;60.0;(104040, 3);1132.1;589.2;666.5463504421492;17.555023141753505;667.0
44;53045040;AEROPUERTO GUAPI - AUT;GUAPI;CAUCA;TAPAJE - DAGUA - DIRECTOS;2.574416667;-77.89475;2005-10-09 01:00:00;2020-03-16 10:00:00;60.0;60.0;(90727, 3);1157.9;442.4;965.0883375401635;119.17837613562492;1010.2
45;22025040;EL DIABLO;PÁEZ (BELALCÁZAR);CAUCA;ALTO MAGDALENA;2.978;-76.064;2005-01-01 13:00:00;2012-10-20 23:00:00;60.0;60.0;(16286, 3);748.5;623.4;629.1725101313946;16.100572944638728;627.0
46;44015060;ACUEDUCTO MOCOA - AUT;MOCOA;PUTUMAYO;CAQUETÁ;1.157333333;-76.65183333;2006-06-24 11:00:00;2022-05-26 23:00:00;120.0;60.0;(81048, 3);1011.0;600.0;928.4911422860521;57.790282184148175;938.5
47;24015508;HACIENDA LA MESA  - AUT;PASCA;CUNDINAMARCA;ALTO MAGDALENA;4.308;-74.282;2018-10-29 15:00:00;2022-02-22 18:00:00;10.0;10.0;(155136, 3);762.5;689.492;758.3166338824694;1.3455562140037816;758.32
48;21206940;CIUDAD BOLIVAR;BOGOTA, D.C;BOGOTA D.C.;ALTO MAGDALENA;4.577;-74.177;2003-12-29 11:03:05;2014-07-22 04:00:00;1348.0;60.0;(77662, 3);1183.0;445.0;742.8436300893616;20.19186861933014;742.0
49;29035000;SINCERIN  - AUT;ARJONA;BOLIVAR;BAJO MAGDALENA;10.14258333;-75.27827778;2013-05-17 11:00:00;2022-02-22 18:00:00;60.0;60.0;(64612, 3);1016.5;500.0;1002.2933015538932;43.01807200095556;1008.8
50;25025000;EL DIFICIL - AUT;ARIGUANÍ (EL DIFICIL);MAGDALENA;CESAR;9.911972222;-74.08580556;2013-05-16 14:00:00;2022-05-03 11:00:00;60.0;1320.0;(62459, 3);1000.5;606.2;989.3255671720631;39.936520392018444;993.6
51;54025010;PR CHOCO: SAN JOSE PALMAR;SAN JOSÉ DEL PALMAR;CHOCÓ;SAN JUÁN;4.898;-76.232;2018-05-01 19:00:00;2022-05-26 23:00:00;60.0;60.0;(33427, 3);899.5;887.2;893.0581745295699;1.614635380223263;893.1
52;13035501;APTO LOS GARZONES;MONTERÍA;CÓRDOBA;SINÚ;8.826;-75.825;2015-05-30 13:00:00;2022-05-26 23:00:00;60.0;60.0;(52754, 3);1015.6;998.3;1008.4318610910944;2.2674724519676364;1008.6
53;11135030;UNGUIA - AUT;UNGUÍA;CHOCO;ATRATO - DARIÉN;8.036722222;-77.08786111;2005-09-05 01:00:00;2021-05-04 01:00:00;60.0;60.0;(45742, 3);1022.0;600.0;974.2265510908949;115.12221735440714;1009.8
54;35025080;PNN CHINGAZA - AUT;LA CALERA;CUNDINAMARCA;META;4.661;-73.82733333;2007-11-16 16:00:00;2022-05-26 23:00:00;60.0;60.0;(96979, 3);1157.9;409.6;699.9804277214732;8.828870371668472;699.8
55;57025020;GORGONA GUAPI;GUAPI;CAUCA;GUAVIARE;2.963;-78.174;2005-12-18 07:00:00;2022-05-23 08:00:00;60.0;240.0;(80232, 3);1157.9;467.2;1000.3822165719238;51.98530636446051;1010.0
56;23065505;CAPARRAPI - CAR;CAPARRAPÍ;CUNDINAMARCA;MEDIO MAGDALENA;5.34;-74.495;2015-11-04 22:00:00;2021-03-27 14:00:00;60.0;60.0;(38739, 3);897.0;853.1;873.048220139908;2.1311937386865782;873.0
57;23195240;AGUACHICA - AUT;AGUACHICA;CESAR;MEDIO MAGDALENA;8.123416667;-73.57986111;2005-08-08 14:00:00;2021-04-01 15:00:00;60.0;60.0;(49942, 3);1039.6;501.8;997.8076749028766;6.435102111827699;998.1
58;35095120;AQUITANIA - AUT;AQUITANIA;BOYACÁ;META;5.556638889;-72.88175;2005-04-16 12:00:00;2022-05-26 23:00:00;60.0;60.0;(132152, 3);1059.8;680.0;710.7668139717972;5.520460842910419;711.4
59;21215180;BATALLON ROOKE  - AUT;IBAGUÉ;TOLIMA;ALTO MAGDALENA;4.418388889;-75.24866667;2006-12-09 13:00:00;2022-05-26 23:00:00;60.0;60.0;(101334, 3);1183.2;600.0;873.8903961158154;5.179278790044633;872.8
60;29045190;APTO ERNESTO CORTIZOS TX GPRS;SOLEDAD;ATLÁNTICO;BAJO MAGDALENA;10.918;-74.78;2013-05-07 18:00:00;2022-05-26 23:00:00;60.0;60.0;(60811, 3);1014.7;987.0;1006.5770880268457;2.071876959125474;1006.6
61;35075080;PARAMO RABANAL - AUT;VENTAQUEMADA;BOYACÁ;META;5.392388889;-73.56277778;2006-08-27 18:00:00;2022-05-26 23:00:00;60.0;60.0;(116658, 3);1158.0;414.0;690.2612808380018;35.81778347821047;684.0
62;37015030;BERLIN - AUT;TONA;SANTANDER;ARAUCA;7.187;-72.8685;2005-01-08 02:25:00;2022-05-26 23:00:00;1275.0;60.0;(100771, 3);1157.9;406.9;667.6126197021008;40.55564112679412;688.6
63;21205522;TABIO  - AUT;TABIO;CUNDINAMARCA;ALTO MAGDALENA;4.918;-74.029;2018-10-29 15:00:00;2022-02-21 15:00:00;10.0;10.0;(99986, 3);805.298;743.527;749.158417278408;2.4714606341668186;749.053
64;26075150;APTO ALFONSO BONILLA ARAGON - TX GPRS;PALMIRA;VALLE DEL CAUCA;CAUCA;3.533;-76.382;2014-08-22 15:00:00;2021-12-15 02:00:00;60.0;60.0;(57481, 3);930.1;600.1;906.0037664619592;3.740902070190838;905.9
65;24015507;OJO DE AGUA  - AUT;SIMIJACA;CUNDINAMARCA;SOGAMOSO;5.392;-73.854;2018-10-29 15:00:00;2022-02-22 17:00:00;10.0;10.0;(149725, 3);711.814;703.594;707.85998116548;1.245902403874091;707.96
66;11050020;PR CHOCO: BETE;MEDIO ATRATO (BETÉ);CHOCÓ;ATRATO - DARIÉN;5.995;-76.78;2018-05-04 11:00:00;2020-09-27 06:00:00;60.0;60.0;(21730, 3);1014.5;1000.6;1007.7832029452401;2.0635270771010976;1007.9
