0,1,2
2120000099,-74.081,4.749
32067030,-73.92247222,3.792666667
26125501,-75.76866667,4.204416667
2613700156,-75.917961111,4.814113889
2120000108,-74.114,4.675
23195240,-73.57986111,8.123416667
27015501,-75.11487778,6.580958333
26125507,-75.77721944,4.671388889
21115010,-75.168,3.234
24015502,-73.44859722,6.088602778
13085050,-75.844,9.253
44017110,-76.54888889,1.050916667
25025002,-74.274,9.304
54050010,-76.917,4.717
25017020,-75.70972222,7.853888889
21205503,-74.406,4.523
26145508,-75.79174722,5.094972222
24017330,-73.764,5.326
15075150,-72.32575,11.59494444
2120000109,-74.108,4.72
23105060,-74.797,6.774
21217200,-75.20655556,4.300611111
21217180,-75.286,4.482
26175502,-75.65999722,5.7
23015501,-75.00313611,5.155638889
55015020,-77.362,4.958
53119010,-77.06190833,3.890175
35215030,-72.488,5.721
21209170,-73.667,5.15
3505500061,-73.347111111,4.506638889
26135290,-75.73838889,4.929583333
35077180,-73.293,4.763
26125710,-75.74,4.813
26155230,-75.50713889,5.08525
53075020,-77.25877778,2.311416667
27015280,-75.64444444,6.632027778
27027060,-75.38083333,6.939694444
16037030,-72.79472222,8.103611111
15067200,-72.915,10.917
26125290,-75.69069444,4.531583333
2120000107,-74.106,4.536
26180180,-75.2945,5.71525
52077010,-77.47891667,1.624055556
3206500059,-73.733611111,3.099722222
1602500044,-72.803027778,7.913166667
27037030,-74.921,7.475
21206890,-74.017,4.65
21201580,-74.155,4.447
26247020,-75.196,7.962
24017705,-73.792,5.624
21205507,-74.431,4.73
3206500045,-73.739733333,3.516333333
21105501,-75.22852778,2.595027778
26165502,-75.84972222,5.6
35167020,-72.88,5.557
21202270,-74.073,4.608
26055501,-76.22083056,3.738388889
35217080,-72.455,5.438
26155170,-75.43833333,5.032222222
44197020,-69.619,-1.31
15067150,-72.804,10.926
54015020,-76.552,5.27
2805500075,-73.512916667,9.238138889
3508700103,-73.223030556,4.844166667
52035501,-77.10971944,1.615555556
52057100,-77.662,0.814
2120000101,-74.178,4.581
13027040,-74.96,8.236
35237030,-71.668,5.414
24015509,-73.445,5.762
52020070,-76.78288889,1.814166667
21207714,-74.132,5.0
1602500063,-72.746,7.299
35077320,-73.393,5.11
2804500076,-73.643555556,10.415194444
23065502,-74.40156111,5.330266667
21207702,-74.543,4.493
24015506,-73.769,5.449
11117040,-76.43805556,7.229444444
24010390,-73.619,5.305
54020020,-76.606,4.956
36037020,-70.13429444,6.486738889
2202500051,-75.6542,3.2058
28025502,-73.248,10.436
25025330,-73.63008333,8.954222222
54037050,-76.74,4.693
48015010,-69.941,-4.194
21227010,-74.88053056,4.535225
23065504,-74.573,4.872
21195502,-74.428,4.145
35025501,-73.87238889,4.297941667
24015504,-73.641,5.536
1111500036,-76.070733333,6.6363
26195501,-75.91413889,5.660108333
2612500038,-75.669555556,4.556333333
54020090,-76.677,5.074
35227020,-71.345,4.783
28017140,-73.06544444,10.82697222
26125720,-75.716025,4.402047222
2121500048,-75.20585,4.418808333
26105240,-76.10055556,3.879111111
11077020,-76.13447222,6.298361111
2801500078,-73.114222222,10.860305556
35077150,-73.386,5.191
26127040,-75.899,4.758
12045020,-76.22444444,9.071111111
23065505,-74.495,5.34
54015010,-76.03163889,5.233444444
21257070,-74.89088889,5.019916667
36027060,-71.91376389,6.382125
23067020,-74.59338889,5.4695
21047010,-75.649,2.232
1117500060,-76.575833333,5.514722222
2621500070,-75.766358333,7.175363889
11115020,-76.02966667,6.758027778
24017706,-73.754,5.696
35077080,-73.463,4.985
2906500077,-74.019138889,10.77175
26125740,-75.459444444,4.632777778
35077310,-73.531,5.053
24025506,-73.128,6.547
15035020,-73.41138889,11.2525
16057040,-73.24611111,8.541111111
2308500068,-75.275266667,6.133027778
24017703,-73.805,5.198
24035501,-73.06749167,6.70155
16035010,-72.72666667,8.638333333
51035020,-78.73,1.819166667
17035010,-79.852,15.797
23157050,-73.877,7.06
27037010,-74.786,8.03
35197190,-72.70194444,5.283472222
21197030,-74.50072222,4.19225
5311700154,-77.005416667,3.814527778
24027070,-73.15833333,6.444722222
23087660,-75.33786111,6.172666667
21205505,-73.918,4.97
23067080,-74.34569444,5.257138889
24015510,-73.239,6.355
54057020,-77.022,4.245
2602700148,-76.752916667,2.694361111
23195501,-73.06638611,7.099441667
21205501,-74.45527778,4.718611111
21205506,-74.153,5.025
24030350,-73.045,5.83
35027140,-73.7625,4.070194444
21197080,-74.36358333,4.400027778
26035100,-76.828,2.48
2305500055,-75.150138889,5.372638889
15067050,-72.553,11.18
2603500127,-76.852061111,2.542913889
29067160,-74.02858333,10.79883333
15079010,-71.968,12.224
24035507,-72.71044444,5.982444444
52017020,-77.246,1.909
2904700095,-74.743686111,10.776
21017040,-76.012,1.988
25015020,-75.554,7.931
23145501,-73.513,6.699
21167090,-74.719,4.011
2319700096,-73.774055556,7.692805556
2502700153,-74.730088889,9.1751
44015501,-76.70763889,1.084997222
2603700157,-76.831472222,2.514666667
52057080,-77.313,1.035
52055160,-77.92122222,0.846583333
2629700151,-76.589333333,3.346305556
35237040,-71.666,5.419
21017080,-76.401,1.905
88112901,0.0,0.0
21057030,-75.962,2.523
24015513,-73.673,5.997
28015110,-72.99763889,10.36533333
29045180,-74.82,11.039
36037030,-71.83421389,6.626441667
21206620,-74.174,4.635
23020080,-75.144,5.266
2314700159,-73.7674,6.854594444
