Codigo;Estacion;Longitud;Latitud;Ciudad;Barrio;Comuna;Corregimiento;Vereda;Fecha_Instalacion;Estado
550;Q. La Magdalena - Alcantarillado Lidar;-75.58181;6.2525;Medellin;Naranjal;11 Laureles - Estadio;;;19/07/2021;Activa
551;Villatina - Pluviometro;-75.54019;6.23487;Medellin;Villatina;08 Villa Hermosa;;;2/09/2021;Activa
552;Q. La Ortega - Potrerito;-75.58257;6.33092;Bello;;;;Potrerito;8/09/2021;Activa
553;La Sanin - Humedad Stevens;-75.5461;6.203;Medellín;;;90 Santa Elena;Las Palmas;14/09/2021;Activa
554;Q. Dona Ana - Nivel;-75.61044;6.13909;Sabaneta;;;;La Doctora;17/09/2021;Activa
555;Pueblo Viejo - Humedad Stevens;-75.63792;6.14023;Caldas;;;;Pueblo Viejo;24/09/2021;Activa
556;Pueblo Viejo - Extensometro;-75.63792;6.14023;La Estrella;;;;Pueblo Viejo;24/09/2021;Activa
557;Pueblo Viejo - Acelerometro;-75.63792;6.14023;Caldas;;;;Pueblo Viejo;24/09/2021;Activa
558;La Bermejala - Pluviometro;-75.55837;6.27769;Medellín;Brasilia;04 Aranjuez;;;29/09/2021;Activa
561;Q. El Sesteadero - El Ajizal;-75.60057;6.1896;Itagüí;;;70 Altavista;El Ajizal;12/01/2022;Activa
562;Q. San Alejo - Ceramica;-75.62087;6.1515;Sabaneta;Ceramica;;;;25/11/2021;Activa
563;Olaya Herrera - Acelerometro 1-2;-75.61194;6.27383;Medellín;Olaya Herrera;07 Robledo;;;25/11/2021;Activa
564;Olaya Herrera - Acelerometro 3-4;-75.61222;6.27625;Medellín;Santa Margarita;07 Robledo;;;26/11/2021;Activa
565;San Jose - Pluviometro;-75.65045;6.17667;Medellín;;;80 San Antonio de Prado;San Jose;1/12/2021;Activa
566;San Jose - Acelerometro ;-75.65045;6.17667;Medellín;;;80 San Antonio de Prado;San Jose;1/12/2021;Activa
567;San Jose - Extensometro;-75.65045;6.17667;Medellín;;;80 San Antonio de Prado;San Jose;1/12/2021;Activa
568;San Jose - Humedad Stevens;-75.65045;6.17667;Medellín;;;80 San Antonio de Prado;San Jose;1/12/2021;Activa
570;U.R. Atavanza Rodeo Alto - Humedad;-75.60483;6.20365;Medellín;La Hondonada;16 Belen;;;2/12/2021;Inactiva
572;Q. La Munoz - Ditaires;-75.62549;6.16682;Itagüí;Ditaires;;;;13/01/2022;Activa
573;San Andres de Cuerquia - Nivel;-75.67605;6.90916;San Andrés de Cuerquía;;;;Pie de Cuesta;2/02/2021;Inactiva
575;Oasis Moravia - Pluviometro;-75.56722;6.28267;Medellín;Moravia;04 Aranjuez;;;6/12/2021;Activa
576;Oasis Moravia - Humedad;-75.56722;6.28267;Medellín;Moravia;04 Aranjuez;;;3/12/2021;Activa
577;Parque Santa Elena - Humedad;-75.49849;6.20994;Medellín;;;90 Santa Elena;Santa Elena - Sector Central;26/01/2022;Activa
578;Santa Elena Radar - Pluviometro;-75.52758;6.19359;Medellín;;;90 Santa Elena;El Plan;14/12/2021;Activa
579;Pluviometro Radar Santa Elena;-75.52758;6.19359;Medellín;;;;;10/11/2021;Inactiva
1000;Thiess Movil 1;-75.57247;6.2398;Medellin;Calle Nueva;10 La Candelaria;;;26/05/2017;Inactiva
1004;La clara digital- Humedad;-75.61882;6.04205;Caldas;;;;La Clara;23/03/2017;Activa
1010;Vereda San Antonio - Pluvio;-76.67252;1.18357;Mocoa;;;;San Antonio;12/04/2017;Inactiva
1011;Policia;-76.6486;1.14705;Mocoa;;;;;13/04/2017;Inactiva
1012;Escuela el libano - Pluvio;-76.66859;1.14552;Mocoa;;;;;12/04/2017;Inactiva
1013;Rio Sangoyaco - Nivel;-76.64685;1.14853;Mocoa;;;;;13/04/2017;Inactiva
1014;Rio Mulato - Nivel;-76.64522;1.14378;Mocoa;;;;;13/04/2017;Inactiva
1018;Santa Elena-Radar - Thies;-75.5276;6.1935;Medellin;;;90 Santa Elena;El Plan;15/06/2017;Inactiva
1019;Torre SIATA - Thies;-75.5887;6.2592;Medellin;Estadio;11 Laureles - Estadio;;;20/06/2017;Activa
1020;Thiess Movil 2;-75.5775;6.25705;Medellin;Carlos E. Restrepo;11 Laureles - Estadio;;;7/09/2017;Inactiva
1021;San Luis de Chontayaco;-76.68571;1.14696;Mocoa;;;;San Luis de Chontayaco;7/09/2017;Inactiva
1051;Sistema Alarma Kilometro 6 - 1207;-75.34086;7.49944;Taraza;;;;;24/08/2019;Activa
1052;Sistema Alarma Piedras - 1209;-75.37817;7.54594;Taraza;;;;;24/08/2019;Activa
1054;Sistema Alarma Eduardo Correa - 1212;-75.40245;7.58946;Taraza;;;;;24/08/2019;Activa
1055;Sistema Alarma Puente Roto - 1213;-75.40179;7.58332;Taraza;;;;;24/08/2019;Activa
1056;Sistema Alarma El Reten - 11xx;-75.39054;7.29306;Valdivia;;;;;24/08/2019;Activa
1057;Sistema Alarma Paletero - 11xx;-75.37959;7.30398;Valdivia;;;;;9/09/2019;Activa
1058;Sistema Alarma El Silencio - 11xx;-75.36625;7.31879;Valdivia;;;;;9/10/2019;Activa
1059;Sistema Alarma Paulina Esc - 11xx;-75.34793;7.33851;Valdivia;;;;;24/08/2019;Activa
1060;Sistema Alarma Paulina Torre - 11xx;-75.34237;7.34379;Valdivia;;;;;24/08/2019;Activa
1069;Sistema Alarma El 14 - 1318;-75.30494;7.42375;Valdivia;;;;;16/09/2019;Activa
6001;Piranometro Torre SIATA;-75.5887;6.2592;Medellin;Estadio;11 Laureles - Estadio;;;8/03/2016;Activa
6002;Piranometro Concejo Itagui;-75.6438;6.16826;Itagui;Ditares;;;;10/03/2016;Activa
6003;Piranometro Joaquin Vallejo;-75.54248;6.25525;Medellin;La Ladera;08 Villa Hermosa;;;13/04/2016;Activa
6004;Piranometro Parque de las Aguas;-75.41934;6.40661;Barbosa;;;;;21/04/2017;Activa
6005;Piranometro AMVA;-75.57396;6.24219;Medellin;Calle Nueva;10 La Candelaria;;;21/09/2017;Activa
100014;Camaras Torre;-75.58864;6.25922;Medellin;Estadio;11 Laureles - Estadio;;;1/07/2019;Inactiva
100015;Camaras Radar;-75.5276;6.1935;Envigado;;;;El Plan;1/11/2012;Inactiva
100016;Drone  DJI Inspire One V2;-75.5887;6.2592;Medellín;;;;;11/06/2020;Activa
100018;Camara Medellin Oriente CCTV;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;20/05/2011;Activa
100019;Camara Medellin Suroriente CCTV;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;20/05/2011;Activa
100020;Camara Medellin noroccidente CCTV;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;25/04/2012;Activa
100021;Camara Medellin Nororiente CCTV;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;25/04/2012;Activa
100022;Camara Medellin Occidente CCTV;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;25/04/2012;Activa
100023;Camara Santa Elena - Suroccidente Medellin CCTV;-75.52895;6.19076;Medellin;;;90 Santa Elena;El Plan;10/10/2012;Activa
100024;Camara Santa Elena - Noroccidente Medellin CCTV;-75.52895;6.19076;Medellin;;;90 Santa Elena;El Plan;10/10/2012;Activa
100025;Camara Santa Elena Nororiente - San Nicolas CCTV;-75.52895;6.19076;Medellin;;;90 Santa Elena;El Plan;30/07/2014;Activa
100026;Camara Santa Elena Suroriente - San Nicolas CCTV;-75.52895;6.19076;Medellin;;;90 Santa Elena;El Plan;30/07/2014;Activa
100027;Camara Termica Itagui - Monitoreo Incendios - CCTV  ;-75.6441;6.1681;Itagui;Ditaires;;;;8/09/2016;Activa
100028;Camara Termica Bello - Monitoreo Incendios - CCTV;-75.55819;6.33717;Bello;Suarez;Comuna 04;;;8/09/2016;Activa
100029;Camara Termica Torre SIATA - Monitoreo Incendios - CCTV;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;6/07/2017;Activa
100030;Camara Termica Itagui - Monitoreo Incendios - IR ;-75.6441;6.1681;Itagui;Ditaires;;;;8/09/2016;Activa
100031;Camara Termica Bello - Monitoreo Incendios - IR;-75.55819;6.33717;Bello;Suarez;Comuna 04;;;8/09/2016;Activa
100032;Camara Termica Torre SIATA - Monitoreo Incendios - IR;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;6/07/2017;Activa
100033;Camara Termica Itagui - Monitoreo Incendios - Posicionador;-75.6441;6.1681;Itagui;Ditaires;;;;6/07/2017;Activa
100034;Camara Termica Bello - Monitoreo Incendios - Posicionador;-75.55819;6.33717;Bello;Suarez;Comuna 04;;;8/09/2016;Activa
100035;Camara Termica Torre SIATA - Monitoreo Incendios - Posicionador;-75.58864;6.25922;Medellin;Estadio;11 Laureles - Estadio;;;13/07/2018;Activa
100036;Camara Deprimido San Juan CCTV;-75.57549;6.2465;Medellin;La Alpujarra;10 La Candelaria;;;2/07/2016;Inactiva
100037;Camara Deprimido Los Musicos CCTV;-75.58143;6.24728;Medellin;San Joaquin;11 Laureles Estadio;;;1/06/2016;Activa
100038;Camara Deprimido Terminal de Transporte CCTV;-75.57255;6.27607;Medellin;Caribe;05 Castilla;;;4/12/2016;Activa
100039;Camara Deslizamiento Manzanillo CCTV;-75.6069;6.2107;Medellin;;;70 Altavista;San Jose del Manzanillo;4/11/2016;Inactiva
100040;Camara Deslizamiento Montanita - San Antonio Prado CCTV;-75.66434;6.18993;Medellin;San Antonio de Prado;;80 San Antonio de Prado;Montanita;17/10/2016;Activa
100041;Camara Deslizamiento Serranias - San Antonio de Prado CCTV;-75.65216;6.18814;Medellin;;Serranias;80 San Antonio de Prado;;16/12/2016;Inactiva
100042;Camara Deslizamiento El Salado - San Antonio de Prado CCTV;-75.66872;6.20969;Medellin;;;80 San Antonio de Prado;El Salado;10/04/2017;Inactiva
100043;Camara Deslizamiento La Raya;-75.64994;6.11115;La Estrella;;;;;17/04/2017;Activa
100044;Camara Deslizamiento La Raya 2;-75.64818;6.11386;La Estrella;;;;;;Activa
100045;Camara rio Medellin - Aula Ambiental CCTV;-75.57242;6.26418;Medellin;El Chagualo;10 La Candelaria;;;1/12/2016;Activa
100046;Camara rio Medellin - La Estrella -Monitoreo Color CCTV;-75.63229;6.11934;La Estrella;;;;;;Inactiva
100047;Camara rio Medellin - Ancon Sur CCTV;-75.62808;6.15278;La Estrella;zona industrial;;;;1/12/2016;Activa
100048;Camara - ARGOS Sabaneta - Marmolera CCTV;-75.63293;6.14104;La Estrella;Pueblo Viejo;;;;5/12/2016;Inactiva
100049;Camara - ARGOS Sabaneta - Aguas Abajo CCTV;-75.63319;6.14254;La Estrella;Pueblo Viejo;;;;1/12/2016;Inactiva
100050;Camara - ARGOS Sabaneta - Corona Deslizamiento CCTV;-75.63268;6.14147;Sabaneta;;;;;;Inactiva
100051;Camara color Puente de la 33;-75.5775;6.2396;Medellin;Perpetuo Socorro;10 La Candelaria;;;1/09/2017;Activa
100052;Camara Calidad del Aire Unal;-75.577;6.26337;Medellin;La iguana;07 Robledo;;;17/03/2017;Inactiva
100053;Camara Torre SIATA - Fisheye Cielo;-75.58864;6.25922;Medellin;Estadio;11 Laureles - Estadio;;;;Activa
100054;Camara Concejo de Itagui - Fisheye Cielo;-75.6441;6.1681;Itagui;Ditaires;;;;;Activa
100055;Camara Aeroparque Juan Pablo Segundo - Fisheye Cielo;-75.5899;6.2293;Medellin;Belen Las Playas;16 Belen;;;;Activa
100056;Camara Incendios La Estrella;-75.64162;6.15814;La Estrella;;;;;1/09/2017;Activa
100057;Camara Rio EAFIT;-75.57954;6.19789;Medellin;Aguacatala;14 El Poblado;;;21/09/2017;Inactiva
100058;Camara Colegio Canadiense La Estrella - Fisheye Cielo;-75.63836;6.13166;La Estrella;Sector Sierra Morena;;;;;Activa
100059;Camara Bello - Fisheye Cielo;-75.55819;6.33717;Bello;Suarez;Comuna 04;;;;Activa
100060;Camara Deslizamiento Pan de Azucar;-75.63152;6.13869;Sabaneta;Ancon Sur;;;;;Activa
100068;Antena Km6 BelloTermica;-75.55841;6.33699;Bello;;;;;1/01/1999;Inactiva
100072;Antena la raya acelerografo;-75.64701;6.11149;La Estrella;;;;;17/06/2020;Activa
100073;Antena la raya acelerografo;-75.64784;6.11331;La Estrella;;;;;1/01/1999;Activa
100074;Antena poste la raya a tablaza;-75.63221;6.11931;La Estrella;;;;;1/01/1999;Activa
100075;Ant Puente Centro Empresarial Sur Dir. Poste La Raya 1;-75.63226;6.11933;La Estrella;;;;;1/01/1999;Inactiva
100095;Antena Argos a Marmol;-75.63267;6.14151;La Estrella;Pueblo Viejo;;;;1/01/1999;Inactiva
100100;Antena centro empresarial sur a radar;-75.63648;6.11836;La Estrella;;;;;9/05/2010;Inactiva
100101;Antena CasaCultura a puente empresarial;-75.63648;6.11836;La Estrella;;;;;1/01/1999;Activa
100105;Antena Directiva Acel sabaneta;-75.61084;6.15753;Sabaneta;Zona industrial;;;;1/01/1999;Activa
100112;Antena Aire Metro la estrella;-75.62751;6.15221;La Estrella;;;;;1/01/1999;Inactiva
100118;Antena SIATA AMAPOLITA;-75.5887;6.2592;Medellin;Estadio;11 Laureles - Estadio;;;1/01/1999;Activa
100120;Antena AMAPOLITA PARIS;-75.5381;6.287;Medellin;Carpinelo;01 Popular;;;1/01/1999;Activa
100121;Antena PARIS AMAPOLITA;-75.5858;6.31042;Bello;Paris;;;;1/01/1999;Activa
100125;Antena AMVA nueva;-75.57403;6.24224;Medellin;La Alpujarra;10 La Candelaria;;;1/01/1999;Activa
100126;Antena SIATA a Acel Aures;-75.5887;6.2592;Medellin;Estadio;11 Laureles - Estadio;;;1/01/1999;Activa
100128;Camara - Nivel picacha aguas frias;-75.63952;6.23148;Medellin;;;70 Altavista;Aguas Frias;8/06/2020;Activa
100130;Antena - Puente Hatillo - Poste Rio Medellin Hatillo;-75.39276;6.41212;Barbosa;;;;Hatillo;8/02/2021;Activa
100137;Camara La Vida Copacabana - Fisheye Cielo;-75.50469;6.34542;Copacabana;Miraflores;;;;;Activa
100138;Camara Nivel Puente Fundadores;-75.49881;6.35797;Copacabana;San Juan;;;;5/05/2017;Activa
100139;Camara SOS Girardota - Fisheye Cielo;-75.45091;6.37904;Girardota;Juan XXIII;;;;8/03/2018;Inactiva
100141;Antena Portachuelo Girardota;-75.47456;6.39146;Girardota;;;;Curazao;1/01/1999;Activa
100142;Antena Portachuelo Girardota;-75.47456;6.39146;Girardota;;;;Curazao;1/01/1999;Inactiva
100144;Camara deprimido Suramericana;-75.57854;6.25336;Medellin;Suramericana;11 Laureles - Estadio;;;22/03/2018;Activa
100148;Camara deprimido Bulerias;-75.5899;6.2395;Medellin;Laureles;11 Laureles - Estadio;;;23/03/2018;Activa
100149;Camara deprimido san Juan;-75.6022;6.25027;Medellin;La Alpujarra;10 La Candelaria;;;20/04/2018;Inactiva
100152;Camara EAFIT - Fisheye Cielo;-75.581;6.203;Medellin;Poblado;;;;25/06/2018;Activa
100153;Camara AMVA - Fisheye Cielo;-75.5743;6.24215;Medellin;La Alpujarra;10 La Candelaria;;;25/06/2018;Activa
100154;Camara Sabaneta - Fisheye Cielo;-75.62139;6.14564;Sabaneta;;;;;25/06/2018;Activa
100155;Camara Alcaldia la estrella - Fisheye Cielo;-75.64516;6.1608;La Estrella;Horizontes;;;;25/06/2018;Activa
100158;Camara Aula Ambiental - Fisheye Cielo;-75.57253;6.26411;Medellin;El Chagualo;07 Robledo;;;23/07/2018;Activa
100159;Camara Incendio Copacabana;-75.49881;6.35797;Copacabana;Cristo Rey;;;;23/07/2018;Inactiva
100160;Camara Incendio Girardota 1;-75.4438;6.3783;Girardota;Aurelio Mejia;;;Cuchillas;23/07/2018;Inactiva
100161;Camara Incendio Girardota 2;-75.4438;6.3783;Girardota;Aurelio Mejia;;;;23/07/2018;Inactiva
100163;Camara Incendio Itagui;-75.6441;6.1681;Itagui;Ditaires;;;;16/08/2018;Inactiva
100170;IRGASON Altavista CEDEPRO;-75.63624;6.21959;Medellin;;;;;14/08/2020;Activa
100172;Ceilometro Jesus Maria Valle;-75.58216;6.30065;Medellin;;;;;19/02/2020;Activa
100173;Camara 360 Axis;-75.58864;6.25922;Medellin;La Iguana;07 Robledo;;;13/12/2018;Activa
100174;Camara Edificio Babilonia Interior;-75.61661;6.16889;Itagui;Las Mercedes;;;;3/08/2018;Inactiva
100175;Camara Edificio Babilonia Exterior;-75.61636;6.16821;Itagui;Las Mercedes;;;;3/08/2018;Inactiva
100189;Antena Sectorial Megacolegio;-75.5858;6.31042;Bello;Paris;Comuna 01;;;23/10/2018;Activa
100190;Antena Sanin RadarMeteo;-75.54511;6.20323;Medellin;Poblado;14 El Poblado;;;21/10/2018;Activa
100191;Antena RadarMeteo Sanin;-75.58994;6.22939;Medellin;;;;;21/10/2018;Activa
100192;Camara deslizamiento Sanin;-75.58864;6.25923;Medellin;Poblado;14 El Poblado;;;21/10/2018;Inactiva
100193;Camara Capa Limite La Estrella;-75.64516;6.1608;La Estrella;Pueblo viejo;;;;11/10/2017;Activa
100194;Camara Capa Limite Santo Domingo;-75.53819;6.2871;Medellin;Carpinelo;01 Popular;;;21/01/2019;Activa
100195;Camara Deprimido Feria de Ganado;-75.56178;6.30416;Medellin;La toscana;05 Castilla;;;21/01/2019;Activa
100196;Camara Deprimido San Juan;-75.57549;6.2465;Medellin;La Alpujarra;10 La Candelaria;;;21/01/2019;Activa
100197;Camara Deprimido San Juan con la 80;-75.60228;6.25056;Medellin;La america;12 La America;;;21/01/2019;Activa
100198;Camara Deslizamiento La Sanin;-75.54517;6.20338;Medellin;poblado;14 El Poblado;;;21/01/2019;Inactiva
100199;Camara Deslizamiento Palmitas;-75.69653;6.36045;Medellin;;;50 Palmitas;Palmitas - Sector Central;21/01/2019;Activa
100200;Camara Ituango Descarga;-75.6558;7.1413;Ituango;;;;;21/01/2019;Activa
100201;Camara Ituango Embalse;-75.6558;7.1413;Ituango;;;;;21/01/2019;Activa
100202;Camara Ituango Subestacion 500;-75.6558;7.1413;Ituango;;;;;21/01/2019;Activa
100203;Camara Color Rio PIS;-75.63229;6.11934;La Estrella;La tablaza;;;Juan XIII;21/01/2019;Activa
100205;Antena Repetidora Yarumal Cerro Marconi;-75.40819;6.98147;Yarumal;;;;;29/03/2019;Inactiva
100206;Camara termica FLIR Torre Siata;-75.58864;6.25922;Medellin;Estadio;11 Laureles - Estadio;;;5/04/2019;Inactiva
100210;Camara Asuncion Copacabana;-75.51372;6.34591;Copacabana;La Asuncion;;;;22/04/2019;Activa
100213;Alcaldia La Estrella SotanoA;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100214;Alcaldia La Estrella Piso3B;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100234;Camara  Nivel la raya;-75.64041;6.11199;La Estrella;;;;La Raya;30/05/2019;Activa
100235;Camara  incendio 2 Copacabana;-75.50523;6.3458;Copacabana;;;;;4/06/2019;Activa
100237;Antena  Casa Cultura Tablaza - Frontera Sur;-75.63651;6.11838;La Estrella;;;;;4/06/2019;Activa
100239;Antena  Nivel la raya - Frontera Sur;-75.64113;6.11189;La Estrella;;;;;4/06/2019;Activa
100242;Antena  Comfama Entrada - Comfama Parqueadero;-75.48223;6.37752;Copacabana;;;;El Totumo ;14/06/2019;Activa
100245;Camara  Comfama Girardota;-75.48187;6.37332;Girardota;;;Ancon Norte;;14/06/2019;Inactiva
100246;Camara deslizamiento Salinas caldas;-75.66264;6.04833;Caldas;;;;Salinas;18/06/2019;Inactiva
100247;Camara termica eafit bloque 38 - IR;-75.57836;6.2017;Medellin;Aguacatala;14 El Poblado;;;18/06/2019;Activa
100249;Antena Jorge Eliecer Gaitan - I.E Reino de Belgica;-75.5584;6.33708;Bello;;;;;21/06/2019;Activa
100253;Camara Parque de las Aguas Sur;-75.41871;6.40661;Barbosa;;;;Filo Verde;21/06/2019;Activa
100254;Camara Parque de las Aguas Norte;-75.41871;6.40661;Barbosa;;;;Filo Verde;21/06/2019;Activa
100255;Camara Megacolegio Paris;-75.58497;6.31016;Bello;Paris;Comuna 01;;;21/06/2019;Activa
100256;Camara incendio eafit bloque 38;-75.57836;6.2017;Medellin;Aguacatala;14 El Poblado;;;25/06/2019;Activa
100257;Camara Seguridad Metro Estrella;-75.62749;6.15231;Sabaneta;Ancon Sur;;;;10/07/2019;Activa
100258;Camara deslizamiento Sabaneta;-75.61105;6.13071;Sabaneta;;;;La Doctora;8/08/2019;Activa
100261;Ceilometro Federico Carrasquilla;-75.54927;6.29722;Medellin;;;;;24/08/2019;Activa
100262;Camara nivel Iguana;-75.60524;6.27631;Medellin;Fuente Clara;07 Robledo;;;14/08/2019;Activa
100263;Antena Joaquin Vallejo - Iguana;-75.54273;6.25513;Medellin;;;;;14/08/2019;Activa
100264;Antena Torre siata - Eafit bloque 19;-75.5889;6.2589;Medellin;;;;;16/09/2019;Activa
100265;Antena Eafit bloque 19 - Torre siata;-75.57966;6.19797;Medellin;;;;;16/09/2019;Activa
100266;Camara Alcaldia Estrella;-75.64162;6.15814;La Estrella;El Dorado;;;;16/09/2019;Activa
100267;Camara Tres Aguas Noroccidente;-75.63536;6.09628;Caldas;;;;La Miel;16/09/2019;Activa
100268;Camara Tres Aguas Este;-75.63536;6.09628;Caldas;;;;La Miel;16/09/2019;Activa
100269;TDR Ancon 2;-75.481;6.37768;Copacabana;;;;;16/09/2019;Activa
100271;Camara seguridad I.E Federico Carrasquilla;-75.54927;6.29722;Medellin;Popular;01 Popular;;;24/09/2019;Inactiva
100274;Camara deslizamiento Andalucia Caldas;-75.62404;6.08964;Caldas;;;;La Corrala;10/10/2019;Activa
100275;Antena deslizamiento Andalucia -  La Raya;-75.62392;6.08969;Caldas;;;;;10/10/2019;Activa
100276;Antena la raya - deslizamiento andalucia;-75.63861;6.1111;La Estrella;;;;;17/09/2019;Activa
100279;Camara deslizamiento manga arriba;-75.46113;6.3524;Girardota;;;;Manga Arriba;17/09/2019;Inactiva
100280;Antena manga arriba - Portachuelo;-75.45114;6.35238;Girardota;;;;;11/10/2019;Activa
100281;Antena Portachuelo - manga arriba;-75.47456;6.39146;Girardota;;;;;11/10/2019;Activa
100282;Antena Megacolegio Paris - Laguna Quitasol ;-75.5858;6.31042;Bello;;;;;11/10/2019;Activa
100285;Alcaldia La Estrella Piso3A;-75.64168;6.15765;La Estrella;El Dorado;;;;13/11/2020;Activa
100294;Camara Atalaya 1;-75.60166;6.2065;Medellin;El Rincon;16 Belen;;;31/10/2019;Inactiva
100295;Camara Atalaya 2;-75.60166;6.2065;Medellin;El Rincon;16 Belen;;;31/10/2019;Inactiva
100296;Camara Atalaya 3;-75.60166;6.2065;Medellin;El Rincon;16 Belen;;;31/10/2019;Inactiva
100302;Camara - Deslizamiento Ancon Norte;-75.58864;6.25922;Medellin;;;;;10/08/2020;Inactiva
100303;Camara Jerico 2;-75.78843;5.7934;Jerico;;;;;5/11/2019;Activa
100304;Camara Jerico 1;-75.78861;5.79293;Jerico;;;;;5/11/2019;Activa
100305;TDR Montanita;-75.66434;6.18993;Medellin;San Antonio de Prado;;;;20/11/2019;Activa
100309;Camara axis 360 2 ;-75.5899;6.2293;Medellin;;15 Guayabal;;;3/12/2019;Activa
100310;Camara termica serie f;-75.5899;6.2293;Medellin;;15 Guayabal;;;3/12/2019;Activa
100313;TDR Pueblo Viejo;-75.63797;6.14019;La Estrella;;;;;26/12/2019;Activa
100319;Camara Termica Ciudadela Educativa La Vida - Monitoreo Incendios - Posicionador;-75.50475;6.34536;Copacabana;Cristo Rey;;;;7/01/2020;Activa
100320;Camara Termica Ciudadela Educativa La Vida - Monitoreo Incendios - IR;-75.50475;6.34536;Copacabana;Cristo Rey;;;;7/01/2020;Activa
100321;Camara Termica Ciudadela Educativa La Vida - Monitoreo Incendios - CCTV;-75.50475;6.34536;Copacabana;Cristo Rey;;;;7/01/2020;Activa
100325;Camara Termica Viva Envigado - Envigado - CCTV;-75.59093;6.17665;Envigado;;;;;15/01/2020;Activa
100326;Camara Termica Viva Envigado - Envigado - IR;-75.59093;6.17665;Envigado;;;;;15/01/2020;Activa
100327;Camara Termica Viva Envigado - Itagui - CCTV;-75.59106;6.17687;Envigado;;;;;15/01/2020;Activa
100328;Camara Termica Viva Envigado - Itagui - IR;-75.59106;6.17687;Envigado;;;;;15/01/2020;Activa
100332;Antena Alcaldia estrella Acelero Tanque epm;-75.64171;6.15817;La Estrella;Centro;;;;23/12/2019;Activa
100333;Antena Acelero Tanque epm Alcaldia estrella;-75.65087;6.15874;La Estrella;;;;;23/12/2019;Activa
100335;Drone DJI Matrice 600 Pro ;-75.58864;6.25922;Medellin;;;;;23/12/2019;Activa
100336;Camara termica eafit bloque 38 – CCTV;-75.57836;6.2017;Medellin;Aguacatala;14 El Poblado;;;7/01/2020;Activa
100350;Camara Bomberos San Antonio 1;-75.64146;6.18374;Medellin;;;;;14/02/2020;Activa
100351;Camara Bomberos San Antonio 2;-75.64146;6.18374;Medellin;;;;;14/02/2020;Activa
100354;Camara Bomberos Sabaneta;-75.61644;6.15609;Sabaneta;;;;;23/12/2019;Activa
100358;Antena auxiliar viva envigado;-75.59237;6.17531;Envigado;;;;;23/12/2019;Activa
100359;Antena Viva Envigado Itagui;-75.59237;6.17531;Envigado;;;;;23/12/2019;Activa
100360;Antena Deslizamiento Pan de Azucar Alcaldia Estrella;-75.63153;6.13862;La Estrella;;;;;23/12/2019;Activa
100364;Antena - Acelero Ancon Sur - Sectorial Sur;-75.6349;6.14946;La Estrella;;;;;23/12/2019;Inactiva
100365;Antena - Acelero Girardota - NONE;-75.449;6.374;Girardota;;;;;31/03/2020;Activa
100366;Antena - Acelero Itagui - NONE;-75.622;6.164;Itagui;;;;;23/12/2019;Activa
100370;Antena - Alcaldia Estrella - Sectorial Sur;-75.64162;6.15814;La Estrella;;;;;23/12/2019;Activa
100373;Antena - Anemometro 3D La Candelaria - NONE;-75.54263;6.29368;Medellin;;;;;23/12/2019;Activa
100376;Antena - Camara Ancor Sur - NONE;-75.6349;6.14946;La Estrella;;;;;23/12/2019;Activa
100377;Antena - Camara Termica Itagui - NONE;-75.6441;6.1681;Itagui;;;;;23/12/2019;Inactiva
100378;Antena - Casa Cultura Tablaza - Radar Meteo;-75.63679;6.11856;La Estrella;;;;;23/12/2019;Activa
100379;Antena - Colegio CASD - La Candelaria;-75.57518;6.29764;Medellin;;;;;8/06/2020;Activa
100386;Antena - Poste La Raya 2 - Deslizamiento Andalucia;-75.64818;6.11386;La Estrella;;;;;23/12/2019;Activa
100397;Camara - San Cristobal;-75.65159;6.29647;Medellin;;;60 San Cristobal;El Llano;12/09/2020;Inactiva
100398;Camara Incendio Ciudadela La Vida;-75.50475;6.34536;Copacabana;Cristo Rey;;;Cabuyal;23/12/2019;Activa
100399;Camara Nivel Eafit Bloque 19;-75.57977;6.19778;Medellin;;;;;31/03/2020;Activa
100401;Camara Monaco lidar eafit;-75.57883;6.19941;Medellin;La Aguacatala;14 El Poblado;;;21/02/2019;Inactiva
100402;Camara Oriente Torre SIATA;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;23/12/2019;Activa
100403;Camara Noroccidente Torre SIATA;-75.58864;6.25922;Medellin;Estadio;11 Laureles Estadio;;;23/12/2019;Activa
100404;Camara Termica I.E Jorge Eliecer Gaitan - CCTV  ;-75.5584;6.33708;Bello;;;;;31/03/2020;Activa
100405;Camara Termica I.E Jorge Eliecer Gaitan - IR;-75.5584;6.33708;Bello;;;;;23/12/2019;Activa
100452;Antena - Depobuses - Portachuelo;-75.481;6.37768;Copacabana;;;;;19/06/2020;Activa
100453;Antena - Portachuelo - Depobuses;-75.47456;6.39146;Girardota;;;;;19/06/2020;Activa
