CodigoEstacion;NombreEstacion;Municipio;Departamento;ZonaHidrografica
35085070;SANTA MARIA - AUT;santa maria;boyaca;meta
53115501;DAGUA  - AUT;dagua;valle del cauca;tapaje - dagua - directos
3502500135;GUAYABETAL POLLO OLIMPICO - AUT;guayabetal;cundinamarca;meta
26135503;NARANJAL  - AUT;chinchina;caldas;cauca
11027030;EL SIETE - AUT;el carmen;choco;atrato - darien
5311500121;LA CUMBRE - AUT;la cumbre;valle del cauca;tapaje - dagua - directos
2610500131;SANTA LUCIA - AUT;tulua;valle del cauca;cauca
35017020;PUENTE LLERAS - AUT;puerto lopez;meta;meta
21015502;SAN AGUSTIN  - AUT;san agustin;huila;alto magdalena
2105700099;PUENTE COHETANDO - AUT;paez (belalcazar);cauca;alto magdalena
3507500133;TEATINOS - AUT;boyaca;boyaca;meta
26217010;LA GALERA - AUT;santa fe de antioquia;antioquia;cauca
26215501;CONCORDIA  - AUT;concordia;antioquia;cauca
26145505;LA FLORESTA  - AUT;belalcazar;caldas;cauca
24035340;AEROPUERTO A LLERAS C;sogamoso;boyaca;sogamoso
26015040;ARRAYANALES - AUT;popayan;cauca;cauca
25020430;TREMENTINO - LA MOJANA TX GPRS/GOES;monteria;cordoba;sinu
24037290;PUENTE CHAMEZA  - AUT;sogamoso;boyaca;sogamoso
23065180;VILLETA - AUT;villeta;cundinamarca;medio magdalena
47017070;EL EDEN - AUT;santiago;putumayo;putumayo
52055501;OSPINA PEREZ  - AUT;consaca;narino;patia
