,Codigo,Departamento,Municipio,Longitud,Latitud,fecha_max,presion_max,entidad,distancia_volcan(km),tiempo_llegada(horas),velocidad(m/s)
26,122.0,Antioquia,Barbosa,-75.43522,6.4245,2022-01-15 09:32:00,799.0,SIATA,11302.844168130689,10.5,299.01704148493883
34,269.0,Antioquia,Barbosa,-75.41871,6.40661,2022-01-15 09:32:00,871.3800050000001,SIATA,11303.890739494544,10.5,299.0447285580568
